,id,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,subscribe
12801,20993,36,3,1,3,1,-140,1,0,1,21,5,71,2,-1,0,0,0
12802,26456,27,3,2,1,0,1931,1,0,0,29,5,140,3,-1,0,0,0
12803,32799,54,6,3,2,0,1163,0,0,1,15,7,468,3,-1,0,0,1
12804,17643,42,1,3,1,0,1027,1,0,0,13,5,155,1,-1,0,0,0
12805,26296,47,3,3,3,0,1071,0,0,0,15,5,206,2,-1,0,0,0
12806,39890,29,1,2,1,0,8,0,0,1,24,7,203,2,-1,0,0,0
12807,20943,64,7,1,3,0,5300,0,0,1,29,12,142,1,98,3,2,1
12808,15277,73,4,2,1,0,3567,0,0,2,21,12,160,1,101,3,2,0
12809,21277,40,6,2,2,0,148,0,0,1,15,7,223,22,0,0,0,0
12810,17800,62,7,1,3,0,2664,0,0,2,7,8,249,1,-1,0,0,0
12811,3548,31,4,2,2,0,2149,1,0,1,12,5,81,1,-1,1,0,0
12812,30841,39,3,1,0,0,793,1,0,1,13,7,65,1,-1,0,0,0
12813,17783,25,5,3,3,0,338,1,1,0,11,5,195,2,-1,0,0,1
12814,27517,46,3,3,3,0,-79,0,0,1,25,7,160,1,-1,0,0,0
12815,23634,29,4,2,1,0,843,0,0,1,13,9,214,1,90,2,2,1
12816,17066,53,4,1,1,0,1931,0,0,1,21,11,83,2,-1,0,0,0
12817,11529,30,5,2,3,0,4818,0,0,1,16,8,1203,1,-1,0,0,1
12818,3468,52,3,1,3,0,-97,0,0,0,20,6,103,4,-1,0,0,0
12819,28394,32,5,2,1,0,12,0,0,1,20,5,85,1,-1,0,0,0
12820,22799,44,4,1,1,0,2433,1,1,1,28,8,442,2,-1,0,0,0
12821,28450,27,1,1,1,0,4853,1,0,0,12,5,184,1,-1,0,0,0
12822,15531,82,6,1,2,0,2696,0,0,2,4,12,130,1,192,6,2,0
12823,16545,53,10,1,1,0,991,0,0,1,5,6,165,7,-1,0,0,0
12824,18197,62,7,1,3,0,2261,0,0,0,4,9,193,1,-1,0,0,0
12825,42279,29,4,1,1,0,1072,1,0,1,13,5,251,1,344,1,2,1
12826,10385,42,3,1,3,0,59,1,0,0,9,5,112,7,-1,0,0,0
12827,38681,30,5,2,1,0,656,1,0,1,20,5,137,2,-1,0,0,0
12828,21013,42,4,1,1,0,662,1,0,1,13,7,651,1,180,1,2,0
12829,21032,33,3,1,2,0,213,1,0,0,22,5,87,1,-1,0,0,0
12830,37285,54,3,1,3,0,1296,1,0,1,21,11,100,1,-1,0,0,0
12831,16341,33,6,2,2,0,3848,1,0,1,14,4,548,1,-1,0,0,1
12832,14399,34,8,1,2,0,5873,0,1,1,19,11,113,1,187,3,2,1
12833,34126,31,12,2,2,0,4503,0,0,0,8,6,119,2,0,0,0,0
12834,17219,55,2,1,1,0,123,0,0,0,1,6,94,1,-1,0,0,0
12835,37708,36,9,2,1,1,-356,1,0,0,15,5,83,2,-1,0,0,0
12836,4521,29,4,2,1,0,-47,0,0,0,4,6,64,7,-1,0,0,0
12837,39531,29,3,1,3,0,176,1,0,1,7,5,1875,3,350,1,1,1
12838,14703,31,4,2,2,0,-89,1,0,1,16,6,421,1,180,3,2,1
12839,21459,57,3,1,3,0,3369,1,0,2,17,2,116,1,-1,0,0,0
12840,19614,37,12,2,1,0,1508,0,0,1,5,12,177,1,193,2,2,0
12841,27756,37,4,2,1,0,793,0,1,2,20,9,157,1,102,1,3,1
12842,5103,37,6,1,2,0,3145,0,0,1,31,8,516,1,-1,0,0,0
12843,40685,44,5,2,1,1,-13,1,0,0,14,5,164,1,-1,0,0,0
12844,6030,30,4,2,1,0,63,1,0,0,6,5,100,7,261,1,3,0
12845,34568,32,6,2,2,0,-31,1,0,0,2,2,447,1,-1,0,0,0
12846,5516,31,1,2,1,0,-20,1,0,1,8,4,375,1,-1,0,0,0
12847,20039,55,4,3,1,0,-69,1,1,1,8,7,210,1,-1,0,0,0
12848,33674,31,5,1,1,0,1827,0,0,1,3,2,213,3,-1,0,0,1
12849,35733,39,5,1,1,0,65,1,0,1,18,11,346,1,-1,0,0,0
12850,25260,36,4,1,1,0,103,0,1,0,14,8,162,2,-1,0,0,0
12851,488,37,6,2,2,0,94,0,0,1,5,2,74,1,-1,0,0,1
12852,23021,26,3,2,1,1,-89,1,0,1,7,4,570,1,-1,0,0,1
12853,13289,45,6,3,1,0,726,0,0,0,29,7,151,1,-1,0,0,0
12854,26631,32,11,2,2,0,2545,0,0,1,4,2,397,1,89,0,0,1
12855,17311,78,3,1,1,0,1246,1,0,1,6,11,779,1,188,4,2,1
12856,39726,32,6,2,2,0,184,1,0,1,16,4,631,2,-1,0,0,0
12857,24151,61,11,1,3,0,1580,0,0,2,5,2,91,7,-1,0,0,0
12858,8632,41,6,1,2,0,3988,1,0,1,5,5,190,2,266,1,1,0
12859,6753,36,4,2,1,1,2886,1,0,0,28,5,150,1,-1,0,0,1
12860,6218,37,3,1,1,0,152,1,0,1,9,5,236,2,357,1,1,0
12861,7991,50,3,1,3,1,-595,1,1,0,8,5,93,7,-1,0,0,0
12862,42396,40,8,1,2,0,1614,1,0,1,30,12,346,2,-1,0,2,1
12863,10879,54,4,1,1,0,634,1,0,1,6,11,70,9,182,6,1,0
12864,23042,33,6,2,2,0,4056,0,0,1,21,5,627,1,-1,0,0,1
12865,32277,33,3,1,2,0,2214,1,0,1,5,2,114,10,180,6,3,0
12866,1644,32,4,2,2,0,225,1,0,0,4,5,293,1,-1,0,0,0
12867,12035,46,3,1,3,0,-298,1,0,0,19,5,186,1,-1,0,0,0
12868,23377,62,10,1,3,0,17634,1,0,0,25,6,148,1,-1,0,0,0
12869,32578,27,6,2,2,0,5292,0,0,1,20,12,288,1,198,4,1,1
12870,28131,52,4,1,1,0,586,0,1,0,20,7,206,1,-1,0,0,0
12871,11092,69,7,2,3,0,-200,0,0,1,14,12,386,1,197,3,2,1
12872,27715,57,3,1,3,0,953,1,0,2,29,7,392,7,-1,0,0,0
12873,31334,37,6,2,2,0,4780,0,0,1,22,8,373,2,-1,0,0,0
12874,21619,37,6,2,2,0,655,0,0,0,4,6,186,1,0,0,0,1
12875,11325,38,3,1,3,0,578,1,0,0,30,5,249,16,-1,0,0,0
12876,39725,51,4,1,2,0,-127,0,0,1,5,3,639,2,-1,0,0,1
12877,27139,32,6,2,2,1,-108,0,0,1,15,8,58,1,-1,0,0,1
12878,11267,46,1,1,1,0,438,0,0,1,9,7,93,1,-1,0,0,0
12879,2786,29,3,1,1,1,5,1,1,0,11,5,175,2,357,1,1,0
12880,15445,47,10,1,0,0,1724,1,0,1,5,2,155,1,175,3,2,0
12881,24255,37,9,1,2,0,1275,1,0,1,6,2,101,2,92,10,3,0
12882,22895,47,3,1,3,0,540,1,0,1,8,5,114,10,-1,0,0,0
12883,1412,51,9,2,3,0,4490,1,0,0,4,6,163,2,-1,0,0,0
12884,31792,32,5,2,1,0,1113,1,0,0,31,5,381,2,-1,0,0,0
12885,35872,49,11,3,0,0,1575,0,0,2,23,5,133,2,-1,0,0,1
12886,17130,38,6,2,2,0,1935,0,0,1,6,8,180,1,-1,0,0,0
12887,36551,32,5,2,1,0,2209,0,0,1,6,9,350,2,188,4,1,0
12888,29503,46,3,3,1,0,48,1,1,1,31,7,170,1,-1,0,0,0
12889,29979,54,10,1,3,0,56,0,0,1,20,11,1210,2,98,2,3,1
12890,25439,52,3,1,2,0,492,1,0,0,15,5,170,1,-1,0,0,0
12891,20592,36,3,1,0,1,-447,1,0,0,31,5,108,1,-1,0,0,0
12892,11457,57,10,3,3,0,-137,0,0,0,8,5,104,1,-1,0,0,0
12893,34363,25,3,2,1,0,2423,1,0,1,25,1,151,1,337,1,3,0
12894,39874,30,4,2,1,0,252,0,0,1,30,1,280,1,182,1,3,1
12895,11406,38,6,1,2,0,117,1,0,1,6,7,170,2,-1,0,0,0
12896,41707,42,6,1,1,0,205,0,1,1,7,8,38,1,-1,0,0,0
12897,11953,43,5,1,1,0,8345,0,0,1,19,11,168,3,-1,0,0,1
12898,13625,55,6,1,2,0,1394,1,0,1,30,5,192,7,-1,0,0,0
12899,23959,56,6,2,2,0,7284,0,0,1,24,11,273,2,-1,0,0,1
12900,6578,57,5,1,1,1,15,1,0,0,12,5,94,2,-1,0,0,0
12901,19958,33,3,1,1,0,854,1,0,0,11,5,188,1,-1,1,1,0
12902,30973,32,5,2,1,0,13343,0,0,1,9,10,430,1,-1,0,0,1
12903,9076,68,7,1,0,0,833,0,0,1,7,8,242,1,-1,0,0,0
12904,11372,43,11,1,1,0,794,1,0,1,18,11,121,1,-1,0,0,0
12905,22143,47,10,1,1,0,1906,1,0,1,6,5,120,1,-1,0,0,0
12906,10259,50,5,1,0,0,1467,0,0,1,20,11,699,1,179,3,1,0
12907,13688,33,5,2,1,0,186,1,0,1,13,5,322,2,-1,0,0,1
12908,10173,41,11,1,3,0,596,0,0,1,20,7,205,1,-1,0,0,0
12909,34552,45,6,2,2,0,921,1,0,1,7,10,895,1,271,3,2,1
12910,22549,29,4,2,1,0,984,0,0,1,14,7,1228,2,-1,0,0,1
12911,12546,48,3,1,3,0,483,1,0,2,3,5,73,2,-1,0,0,0
12912,11275,31,6,2,2,0,884,1,0,1,16,5,212,2,-1,0,0,0
12913,41127,54,4,1,3,0,1363,0,0,1,29,1,120,1,90,6,0,0
12914,6110,54,6,1,2,0,21757,0,0,1,18,8,187,2,-1,0,0,1
12915,2568,49,9,1,2,0,36,0,0,1,7,8,322,2,-1,0,0,0
12916,24345,53,3,3,3,0,86,1,0,0,10,5,1147,2,-1,0,0,1
12917,31447,34,3,2,1,0,1901,0,0,2,10,5,48,1,-1,0,0,0
12918,25134,41,6,2,2,0,1502,0,0,1,8,4,218,1,120,6,3,1
12919,17133,54,3,1,0,0,369,1,0,0,21,6,156,2,-1,0,0,0
12920,29021,39,3,1,3,0,3755,1,0,2,19,11,675,5,-1,0,0,0
12921,39522,39,5,1,1,0,315,0,0,1,5,2,176,1,-1,0,0,0
12922,22759,47,4,2,1,0,48,0,0,1,28,12,129,1,183,3,2,1
12923,31060,32,1,2,1,0,-35,0,0,0,3,2,149,1,-1,0,0,0
12924,20077,46,3,1,3,0,-204,0,0,1,7,7,129,1,-1,0,0,0
12925,33271,47,3,1,1,0,133,0,1,1,14,7,578,3,-1,0,0,0
12926,2522,49,5,1,1,0,71,0,0,1,4,8,105,1,-1,0,0,0
12927,16415,31,4,2,2,0,27,1,0,1,6,2,99,1,-1,1,0,0
12928,19016,29,6,1,2,0,755,1,0,1,13,7,75,2,184,1,1,0
12929,34292,58,3,1,3,0,432,0,1,0,27,7,111,15,-1,0,0,0
12930,309,31,3,1,1,0,71,1,0,0,7,5,63,7,-1,0,0,0
12931,13749,37,9,1,0,0,2070,1,0,2,11,11,94,2,-1,0,0,0
12932,6873,27,12,2,1,0,4332,1,0,1,14,5,249,1,339,1,3,0
12933,38222,28,6,2,2,0,3204,0,0,1,12,6,303,1,191,1,2,1
12934,11831,45,3,1,3,0,1625,0,0,2,22,9,147,1,0,0,0,0
12935,22974,30,3,1,1,0,865,1,1,1,14,5,301,1,-1,0,0,1
12936,40801,32,6,2,2,0,296,0,0,1,9,5,141,1,-1,0,0,0
12937,22600,46,3,1,3,0,-134,1,0,1,12,5,1336,4,-1,0,0,1
12938,34020,33,1,3,1,0,1937,1,0,1,13,5,360,1,340,2,1,1
12939,39232,39,4,1,1,0,226,1,0,1,13,5,124,1,285,1,1,0
12940,30385,41,8,1,3,0,983,0,0,0,14,6,601,2,-1,0,0,0
12941,18001,46,4,1,3,0,77,1,0,2,20,11,96,1,182,4,1,0
12942,31123,26,5,2,1,0,5311,1,0,1,14,5,1254,3,264,10,2,1
12943,6046,53,3,1,2,0,381,0,0,1,29,1,196,1,97,1,1,0
12944,17564,41,1,1,1,0,553,1,0,1,19,11,195,1,-1,0,0,0
12945,13422,32,11,2,1,0,125,0,0,1,6,8,483,2,-1,0,0,0
12946,10275,34,11,3,3,1,-276,1,0,1,4,5,124,1,-1,0,0,0
12947,39835,26,4,1,1,1,-207,1,1,1,5,2,221,2,276,11,1,0
12948,28851,31,3,2,3,0,1913,1,0,0,16,5,51,11,-1,0,0,0
12949,32185,29,4,2,1,0,61,0,0,1,7,7,445,1,-1,0,0,0
12950,12448,51,4,1,2,0,2744,0,0,1,14,8,181,2,-1,0,0,0
12951,2034,27,1,2,1,0,-105,0,0,1,9,5,84,1,-1,0,0,0
12952,26236,41,8,3,1,1,-184,0,0,1,6,7,53,2,-1,0,0,0
12953,15619,42,11,2,1,0,3152,0,0,1,2,2,446,1,-1,0,0,0
12954,4983,47,3,1,3,0,604,0,0,2,23,8,139,2,-1,0,0,1
12955,32276,44,5,3,2,1,-90,0,0,1,6,8,77,1,-1,0,0,0
12956,30001,30,3,1,1,0,526,1,1,1,15,5,122,2,-1,0,0,0
12957,20859,32,8,3,2,1,-126,1,0,1,11,5,472,2,-1,0,0,0
12958,7585,51,6,3,2,1,817,1,0,0,13,5,69,3,-1,0,0,0
12959,15179,45,3,1,3,0,15,1,0,1,14,5,72,4,-1,0,0,0
12960,21429,38,9,1,2,0,134,0,0,1,18,8,327,4,-1,0,0,0
12961,34647,44,3,1,1,0,2298,1,0,2,1,10,202,3,282,1,2,1
12962,10387,30,9,2,1,0,2093,0,0,0,6,6,186,2,-1,0,0,0
12963,6489,30,11,2,1,0,535,0,0,0,6,5,81,3,-1,0,0,0
12964,19842,51,9,2,2,0,3514,0,0,1,4,12,152,1,0,0,0,0
12965,22425,48,11,3,1,0,175,0,0,1,8,10,264,1,-1,0,0,0
12966,16844,34,3,1,1,0,-488,1,0,1,4,5,232,1,-1,0,0,0
12967,3132,56,3,1,1,0,700,1,0,0,18,11,97,2,-1,0,0,0
12968,27337,27,3,1,3,0,3985,1,0,0,15,5,85,2,-1,0,0,0
12969,32516,28,1,1,1,0,887,1,0,1,13,4,449,1,296,2,1,0
12970,15565,28,9,1,0,0,5042,1,0,1,7,7,198,1,-1,0,0,0
12971,23001,49,12,3,2,0,-116,1,1,0,30,5,390,3,0,0,0,1
12972,15432,30,4,2,1,0,2,0,1,1,21,8,108,1,0,0,0,0
12973,13464,44,1,1,1,0,1041,1,0,2,5,5,124,7,266,5,3,0
12974,34201,31,3,1,1,0,1528,1,0,2,3,6,29,7,-1,0,0,0
12975,13498,32,5,1,1,1,360,1,1,1,27,7,209,1,-1,0,0,0
12976,27512,30,5,1,3,0,621,1,0,0,30,5,74,1,-1,0,0,0
12977,10838,30,5,3,1,0,9,1,0,0,13,5,162,1,-1,0,0,0
12978,38039,52,3,3,2,0,608,1,0,1,22,5,82,2,96,3,0,0
12979,40806,50,10,1,3,0,224,0,0,1,21,7,9,1,-1,0,0,0
12980,34183,38,4,3,2,0,49,1,0,1,4,2,161,1,264,6,3,0
12981,18035,34,6,2,2,0,1096,1,0,2,14,5,1221,2,-1,0,0,1
12982,21009,29,4,2,2,0,3103,1,0,1,13,4,169,1,99,1,3,0
12983,6276,44,1,1,0,0,2180,1,0,1,6,5,125,3,354,5,1,0
12984,40831,33,6,1,2,0,7014,0,0,1,30,8,53,1,-1,0,0,0
12985,25663,34,4,2,2,0,1989,0,0,1,16,7,372,1,-1,0,0,1
12986,37243,28,3,2,1,0,53,0,1,0,10,7,152,1,-1,0,0,1
12987,24043,52,10,1,3,0,951,0,1,0,28,7,92,7,-1,0,0,0
12988,25587,48,3,3,3,0,604,1,0,0,27,5,175,1,-1,0,0,0
12989,23854,43,3,1,1,0,602,1,0,1,20,5,170,1,359,1,1,1
12990,14205,28,3,1,1,0,588,1,0,1,6,5,186,1,-1,0,3,0
12991,30825,32,12,2,2,0,386,1,0,0,9,12,106,1,0,1,0,1
12992,42067,52,3,1,1,0,662,1,0,1,20,11,207,2,-1,0,0,0
12993,21827,43,3,1,3,0,656,1,1,2,20,7,57,2,-1,0,0,0
12994,249,29,6,2,2,0,3201,0,0,1,13,9,1760,2,-1,0,2,1
12995,11193,29,12,2,2,0,2980,0,0,1,6,2,255,1,-1,0,0,0
12996,9807,55,3,1,1,0,-316,1,0,0,15,5,189,1,-1,0,0,0
12997,35242,41,6,3,2,1,-114,1,0,1,21,5,145,2,-1,0,0,0
12998,42487,42,6,2,2,0,4777,0,0,1,17,4,46,1,83,3,3,0
12999,8429,50,6,2,2,0,-19,0,0,2,9,8,287,2,-1,0,0,1
13000,40601,31,3,1,3,0,171,0,0,1,17,11,139,2,-1,0,0,0
13001,30938,31,3,1,1,0,134,1,0,0,8,5,151,1,-1,0,0,0
13002,36684,39,9,3,1,1,-116,0,0,0,6,5,60,1,-1,0,0,0
13003,17422,33,3,1,3,0,670,1,0,0,15,5,164,2,-1,0,0,0
13004,8341,34,9,2,2,1,-143,0,1,0,8,5,190,1,0,0,0,0
13005,32957,38,6,1,2,0,149,0,0,1,4,8,365,2,-1,0,0,0
13006,9126,42,6,1,2,0,480,0,0,1,28,1,48,1,90,1,1,0
13007,21931,58,3,1,1,0,305,1,0,2,20,11,71,2,-1,0,0,0
13008,12734,53,5,3,3,0,2947,1,0,1,8,5,245,1,-1,0,0,0
13009,15987,52,6,1,2,0,474,1,0,1,14,5,215,1,95,1,1,1
13010,6038,52,6,3,2,0,4306,1,0,1,30,7,182,2,-1,0,0,0
13011,26430,47,3,1,3,1,-442,1,0,0,22,5,140,7,-1,0,0,0
13012,40735,29,6,1,2,0,105,0,0,1,9,7,429,1,0,0,0,0
13013,30116,47,3,3,3,0,162,1,0,0,6,5,228,2,-1,0,0,0
13014,34022,46,4,1,1,0,166,0,0,1,27,7,1127,2,-1,0,0,1
13015,24143,30,3,3,1,0,221,1,0,0,30,5,84,1,-1,0,0,0
13016,4569,39,6,1,2,0,4814,1,0,1,8,5,171,7,347,1,1,0
13017,15435,34,5,2,1,0,289,1,0,0,13,5,312,2,-1,0,0,0
13018,20913,31,12,2,1,0,462,1,0,0,16,5,336,2,-1,0,0,0
13019,23657,37,11,2,0,0,1475,0,0,1,19,8,66,2,-1,0,0,0
13020,4608,45,11,1,2,0,4898,0,0,1,14,4,581,1,-1,0,0,1
13021,33736,36,6,1,2,0,4933,0,0,1,30,7,591,1,-1,0,0,1
13022,948,46,11,3,1,0,1754,1,0,1,20,5,708,2,-1,0,0,1
13023,18144,33,4,3,1,0,124,1,0,0,12,5,146,1,-1,0,0,0
13024,19629,34,6,1,0,0,113,1,0,2,21,11,156,1,-1,0,0,0
13025,20196,32,4,1,1,0,1037,0,0,0,4,6,157,2,-1,0,0,0
13026,24767,36,1,2,2,0,4724,0,0,1,18,7,957,2,-1,0,0,1
13027,49,51,1,1,3,0,296,0,0,1,21,7,47,1,-1,0,0,0
13028,10815,32,3,2,2,0,4359,0,0,1,20,6,751,1,193,5,2,1
13029,33525,29,6,2,2,0,2589,0,0,1,21,11,320,1,89,6,3,1
13030,12913,35,6,2,2,0,168,1,0,1,13,5,2,7,-1,0,0,0
13031,23175,44,4,1,1,0,57,1,0,0,16,5,158,2,-1,0,0,0
13032,12433,74,7,1,2,0,363,0,0,1,5,12,678,1,-1,0,0,1
13033,38598,43,6,3,2,0,1032,1,0,1,13,5,211,1,180,1,1,1
13034,36104,56,5,3,1,0,355,1,0,1,18,5,442,1,-1,0,0,0
13035,41944,34,3,1,1,0,-97,1,0,0,5,6,84,1,-1,0,0,0
13036,41340,31,3,1,3,0,332,1,1,1,21,7,148,4,-1,0,0,0
13037,14527,51,3,1,3,0,575,0,0,0,26,5,124,4,-1,0,0,0
13038,3130,33,5,2,1,0,2477,1,0,0,4,8,94,5,-1,0,0,0
13039,38213,44,3,3,1,0,60,1,1,0,13,5,298,2,-1,0,0,0
13040,33472,50,3,1,3,0,413,0,0,2,6,3,134,2,-1,0,0,0
13041,22125,60,4,1,1,0,-418,0,0,1,31,8,194,2,-1,0,0,0
13042,11996,44,3,1,3,0,5187,0,0,0,5,6,68,2,-1,0,0,0
13043,39713,53,4,1,0,0,1298,0,0,2,10,7,283,1,-1,0,0,0
13044,27260,74,11,1,1,0,15888,0,0,1,21,8,176,2,-1,0,0,1
13045,27198,37,3,1,1,0,-287,0,1,2,26,5,99,1,-1,0,0,0
13046,37207,29,9,1,1,0,-51,1,0,0,7,5,270,4,-1,0,0,0
13047,31275,40,6,1,2,0,931,0,0,0,2,6,99,1,-1,0,0,0
13048,17692,45,3,3,1,0,2198,1,0,0,9,5,303,1,-1,0,0,0
13049,24386,29,5,1,3,0,739,1,1,1,8,7,113,1,-1,0,0,0
13050,22662,29,3,2,2,1,-1230,1,0,1,8,5,224,1,-1,0,0,0
13051,4172,56,3,1,3,0,557,0,1,1,12,8,161,4,-1,0,0,0
13052,30263,36,3,1,3,0,44,1,0,1,29,7,213,2,-1,0,0,0
13053,37882,53,6,3,3,0,476,1,0,1,11,7,191,1,-1,0,0,0
13054,31159,46,3,1,1,0,1104,0,0,1,26,8,169,1,95,0,0,1
13055,34889,40,8,3,0,0,866,0,0,0,29,5,235,2,-1,0,0,0
13056,8836,33,6,2,2,0,3463,0,0,1,13,4,262,3,348,3,2,1
13057,28641,51,8,1,2,0,3963,0,0,2,3,2,783,1,-1,0,0,1
13058,22535,36,4,1,3,1,-142,1,0,1,10,8,390,4,-1,0,0,0
13059,10860,45,7,1,1,0,-560,1,0,1,16,5,150,1,-1,0,0,0
13060,38425,46,4,3,1,0,-472,1,0,0,15,5,154,2,-1,0,0,0
13061,36239,38,3,1,1,0,348,0,1,1,29,7,39,7,-1,0,0,0
13062,18497,51,1,3,1,0,763,0,0,0,29,5,183,5,-1,0,0,0
13063,5259,55,3,1,1,0,773,0,0,2,19,11,155,1,-1,0,0,0
13064,36397,34,11,1,1,0,1123,0,0,1,1,2,198,1,268,4,1,0
13065,20660,47,6,1,2,0,2809,1,0,1,4,8,161,2,-1,0,0,0
13066,33125,43,3,1,3,0,4094,1,1,1,29,4,619,2,112,3,3,0
13067,36110,47,1,1,1,0,160,1,0,1,21,5,20,7,-1,0,0,0
13068,37302,45,6,1,2,0,622,1,0,1,13,5,213,1,-1,0,0,0
13069,5353,61,7,1,3,0,331,0,0,2,7,7,100,1,-1,0,0,0
13070,20902,42,3,2,1,0,940,1,0,1,12,5,204,1,353,1,1,1
13071,4991,34,11,1,1,0,437,0,0,1,6,8,168,7,-1,0,0,0
13072,27803,39,4,1,1,1,-92,0,0,1,30,8,92,2,-1,0,0,0
13073,7703,25,3,1,1,0,145,1,1,1,15,7,112,4,-1,0,0,0
13074,8564,43,4,1,1,0,1557,1,0,2,20,11,694,2,-1,0,0,1
13075,29001,45,4,1,3,0,469,0,0,1,6,7,686,5,0,0,0,0
13076,19712,40,6,1,2,0,528,1,0,1,2,2,119,1,97,1,1,0
13077,37324,35,1,1,1,0,130,1,0,1,7,5,126,1,-1,0,0,0
13078,23914,48,6,2,1,0,50,1,0,0,7,5,487,2,-1,0,0,0
13079,21779,27,5,2,1,0,3728,1,0,2,22,5,804,4,-1,0,0,0
13080,35588,34,11,1,1,0,31,1,0,0,4,6,1032,6,0,0,0,0
13081,2775,31,12,2,2,0,94,1,0,1,15,5,353,2,-1,0,0,0
13082,36573,58,4,1,1,0,186,0,0,1,21,11,400,1,-1,0,0,0
13083,3975,34,11,1,3,0,2031,1,0,0,2,6,91,2,-1,0,0,0
13084,14764,34,1,1,1,0,1873,1,0,1,6,5,78,1,360,1,1,0
13085,25435,27,12,2,1,0,608,1,0,1,12,5,294,3,343,3,1,0
13086,6259,26,11,2,2,0,154,0,0,1,2,6,214,1,154,1,2,0
13087,37118,52,4,2,2,0,4232,1,0,2,21,11,55,5,-1,0,0,0
13088,1457,40,3,1,2,0,1423,1,0,0,8,5,140,16,-1,0,0,0
13089,23380,30,4,2,1,0,21,1,0,1,13,5,209,1,359,1,1,0
13090,41045,34,6,2,2,0,1767,1,0,2,16,8,70,2,-1,0,0,0
13091,2970,74,7,1,0,0,2575,0,0,2,5,10,220,1,-1,0,0,0
13092,34290,36,6,1,1,0,724,1,0,1,13,6,1919,2,179,3,2,1
13093,38516,33,3,1,1,1,-155,1,0,1,5,5,254,2,-1,0,0,0
13094,20260,38,5,2,1,0,516,1,1,0,20,5,5,3,-1,0,0,0
13095,28695,49,1,2,1,0,1768,0,0,1,4,9,320,1,94,1,3,1
13096,1691,43,3,1,1,0,3778,1,0,0,28,5,151,2,-1,0,0,0
13097,16587,35,6,2,2,0,2827,0,0,1,1,6,183,3,136,3,3,1
13098,33099,33,11,2,2,0,82,0,0,1,5,8,311,1,-1,0,0,1
13099,16319,27,3,2,3,0,4256,1,0,2,11,5,497,9,350,1,1,0
13100,725,47,6,1,2,0,18320,0,0,1,21,8,1111,2,-1,3,0,0
13101,17318,43,3,1,3,0,329,0,1,1,15,7,171,3,184,3,2,0
13102,5189,38,4,1,0,0,575,1,0,0,29,5,189,1,243,0,0,0
13103,3167,30,3,1,3,0,81,1,0,1,6,4,156,2,272,3,1,0
13104,19703,33,6,2,2,0,1533,0,0,0,9,5,285,2,-1,0,0,0
13105,14635,39,6,2,2,0,4410,0,0,0,24,6,15,1,-1,0,0,1
13106,30415,30,9,2,1,0,1676,0,0,1,12,9,780,1,183,1,2,1
13107,2862,41,11,1,3,0,279,1,0,1,20,11,174,2,-1,0,0,0
13108,23967,30,4,1,2,0,73,1,0,0,6,5,91,1,-1,0,0,0
13109,33738,52,10,1,3,0,172,0,0,2,30,7,204,15,-1,0,0,0
13110,19921,49,6,3,2,0,1006,1,0,1,21,11,72,1,99,2,1,0
13111,6679,85,7,1,3,0,24264,0,0,2,4,2,210,1,-1,0,0,0
13112,27683,30,5,1,1,1,-436,1,0,1,14,7,109,2,-1,0,0,0
13113,30567,40,6,1,2,0,207,0,1,1,29,7,103,23,-1,0,0,0
13114,20580,25,1,2,1,0,-14,0,0,1,3,7,320,1,-1,0,0,0
13115,713,42,4,2,1,0,2950,1,0,1,20,11,273,1,193,4,3,0
13116,13127,43,4,1,1,0,2290,1,0,1,20,11,216,1,141,1,3,1
13117,25394,36,5,1,1,0,-172,1,0,1,6,5,263,1,-1,0,0,0
13118,32913,56,6,3,2,1,-141,1,0,1,13,8,256,1,-1,0,0,0
13119,17370,80,7,1,1,0,367,0,0,2,20,7,2025,1,182,6,2,1
13120,23620,56,3,1,3,0,675,1,0,2,20,4,174,1,-1,0,0,0
13121,38074,30,6,2,2,0,436,0,0,1,25,3,546,1,-1,3,0,1
13122,1216,27,12,2,1,0,3038,1,0,1,15,1,226,1,180,3,0,0
13123,10550,32,12,2,2,0,-37,0,0,1,9,5,265,1,-1,0,0,1
13124,39063,34,4,1,2,0,766,0,0,1,5,8,279,2,-1,0,0,0
13125,39668,32,6,1,2,0,376,1,0,1,15,11,165,1,180,1,1,0
13126,1198,51,6,1,1,0,585,1,1,1,4,5,106,1,-1,2,0,0
13127,11788,35,6,2,2,0,1825,1,0,0,6,6,282,2,-1,0,0,1
13128,41035,35,3,1,3,0,178,0,0,1,22,4,1718,1,347,3,2,1
13129,364,72,11,1,1,0,1289,0,0,1,26,10,199,1,99,1,2,0
13130,5452,46,4,2,0,0,284,0,0,1,6,8,63,7,-1,0,0,0
13131,25440,32,4,2,1,0,1747,1,0,1,21,11,97,1,-1,0,0,0
13132,1834,26,4,2,1,0,633,1,0,1,15,7,178,1,-1,0,0,0
13133,28895,43,9,2,2,0,2439,1,0,1,12,11,72,3,104,6,1,0
13134,25792,24,4,2,2,0,172,0,0,1,29,1,711,1,-1,0,0,1
13135,16006,36,3,2,1,0,5143,1,0,1,17,6,191,2,181,3,3,0
13136,21737,43,1,2,1,0,-81,1,0,1,4,8,171,7,-1,0,0,0
13137,6801,33,11,1,2,0,7488,1,0,1,21,3,461,2,-1,0,0,0
