id,age,job,marital,education,default,balance,housing,loan,contact,day_of_week,month,duration,campaign,pdays,previous,poutcome,subscribe
3510,55,technician,married,secondary,no,-383,no,no,cellular,5,aug,163,1,-1,0,,no
41273,29,blue-collar,married,tertiary,no,29,no,no,,31,jul,36,1,-1,0,,no
30151,49,blue-collar,married,secondary,no,549,no,no,,23,jun,120,2,-1,0,,no
38094,30,management,single,tertiary,no,148,no,no,cellular,8,aug,362,1,-1,0,,yes
24770,51,admin.,married,secondary,no,821,yes,no,,18,may,154,1,-1,0,,no
35091,36,management,single,tertiary,no,-81,no,no,cellular,14,aug,628,4,-1,0,,yes
42410,38,admin.,divorced,secondary,no,229,yes,yes,cellular,21,nov,247,1,185,2,failure,yes
33985,39,blue-collar,single,primary,no,1166,no,no,cellular,27,may,1538,1,181,1,,yes
28981,32,management,married,primary,yes,319,no,no,cellular,13,jul,47,4,-1,0,,no
23924,28,blue-collar,married,primary,no,976,no,no,cellular,21,apr,113,1,191,1,failure,no
37339,33,self-employed,single,tertiary,no,927,yes,no,telephone,13,may,612,3,175,3,success,yes
20802,46,blue-collar,married,primary,no,1211,yes,no,cellular,5,feb,221,2,271,3,other,no
9601,39,blue-collar,married,secondary,no,80,no,yes,,20,jul,95,3,-1,0,,no
20439,77,blue-collar,married,primary,no,332,no,no,cellular,25,jul,483,4,-1,0,,yes
36385,29,management,single,tertiary,no,3542,no,no,cellular,5,feb,389,1,-1,0,,yes
20237,36,technician,single,secondary,no,615,no,no,,14,may,935,1,-1,0,,yes
17093,46,unemployed,divorced,,no,11,no,no,cellular,31,jul,130,1,-1,0,,no
40575,39,retired,divorced,tertiary,no,-88,no,yes,cellular,14,jul,523,2,-1,0,,no
22991,53,blue-collar,married,secondary,no,1967,yes,no,cellular,21,nov,122,1,-1,0,,no
39272,55,retired,married,secondary,no,1466,no,no,cellular,10,oct,329,1,180,1,success,yes
23989,50,blue-collar,married,primary,no,910,no,no,,29,jul,110,24,-1,0,,no
34454,49,services,married,secondary,no,2005,no,no,cellular,12,jul,1213,2,-1,0,,yes
41575,45,blue-collar,married,primary,no,1156,yes,yes,cellular,20,jul,95,1,183,2,failure,no
14477,51,services,single,secondary,yes,-139,yes,no,,21,jul,103,5,-1,0,,no
8130,33,management,married,tertiary,no,244,yes,no,cellular,11,may,119,1,348,3,failure,yes
31433,54,blue-collar,divorced,,no,-66,yes,no,cellular,13,aug,414,2,185,1,failure,no
35654,51,blue-collar,single,secondary,no,4924,no,no,cellular,25,sep,256,3,182,3,success,yes
34524,59,retired,married,,no,0,no,no,cellular,24,aug,164,1,98,1,success,no
1504,48,blue-collar,married,secondary,no,675,yes,no,telephone,21,nov,56,7,-1,0,,no
18249,29,blue-collar,single,secondary,no,2025,yes,no,cellular,13,may,165,2,93,3,failure,no
29912,26,student,single,secondary,no,640,no,no,cellular,2,jul,202,1,-1,0,,yes
42321,36,technician,single,secondary,no,520,yes,no,cellular,21,aug,170,5,-1,0,,no
24830,50,blue-collar,married,secondary,no,17,yes,yes,cellular,6,jul,574,2,-1,0,,no
35548,40,management,married,tertiary,no,-71,no,no,telephone,17,feb,32,1,-1,0,,no
12744,45,services,single,primary,no,57,no,no,cellular,29,jul,122,4,-1,0,,no
41835,28,services,single,secondary,no,-27,no,no,cellular,4,feb,320,1,99,3,failure,no
10078,64,management,married,tertiary,no,22602,no,no,cellular,7,dec,274,1,-1,0,success,yes
21254,30,student,single,tertiary,no,5062,no,no,cellular,9,may,216,2,-1,0,,no
735,58,management,single,tertiary,no,2619,no,no,telephone,6,jul,365,3,-1,0,,no
28556,34,blue-collar,married,primary,no,108,yes,yes,cellular,18,may,88,2,-1,0,,no
30336,49,technician,married,secondary,no,285,no,no,,6,may,138,1,-1,0,,no
3223,26,technician,single,secondary,no,169,no,no,cellular,6,aug,189,1,-1,0,,no
19040,53,blue-collar,married,secondary,no,1831,yes,no,telephone,24,nov,181,2,-1,0,,no
15232,35,self-employed,divorced,secondary,yes,284,yes,yes,cellular,13,jul,194,2,-1,0,,no
14674,36,management,single,tertiary,no,5326,no,no,cellular,21,dec,387,3,103,3,success,yes
19006,54,unemployed,married,,no,1031,yes,no,telephone,1,may,108,8,188,12,,no
28173,31,management,divorced,tertiary,yes,-51,yes,no,cellular,5,may,477,2,-1,0,,no
35855,36,management,single,tertiary,no,1721,no,no,cellular,14,sep,279,1,188,1,success,yes
23927,43,self-employed,single,tertiary,no,73,no,no,telephone,6,aug,51,1,-1,0,,no
9739,34,blue-collar,married,secondary,no,1165,yes,no,cellular,1,feb,121,1,-1,0,,no
27742,34,blue-collar,married,primary,no,-81,yes,no,,31,may,169,2,-1,0,,no
4338,56,technician,divorced,tertiary,no,1024,no,no,,31,may,915,2,-1,0,,no
38527,32,self-employed,single,secondary,no,391,yes,no,cellular,3,feb,163,1,0,0,,no
29707,48,blue-collar,married,secondary,no,387,yes,no,cellular,12,nov,149,1,176,3,failure,no
35493,40,blue-collar,married,primary,no,1038,no,no,cellular,6,aug,76,7,-1,0,,no
22656,43,blue-collar,divorced,primary,no,432,yes,no,,3,may,86,2,-1,0,,no
7348,31,blue-collar,divorced,primary,no,1230,yes,no,,14,may,155,7,-1,0,,no
18334,46,admin.,married,secondary,no,170,no,yes,cellular,8,jul,402,1,-1,0,,no
16501,33,blue-collar,married,secondary,no,324,yes,yes,,12,may,140,2,-1,0,,no
6014,29,services,married,secondary,no,1756,no,no,cellular,19,apr,313,1,-1,0,,no
41811,52,unemployed,married,secondary,no,15,yes,no,cellular,20,nov,1,1,-1,0,,no
29764,26,services,single,secondary,no,1606,yes,no,telephone,7,may,395,1,351,1,success,yes
12630,46,retired,married,primary,no,1283,yes,no,telephone,23,nov,233,1,-1,0,,no
30496,30,technician,married,secondary,no,511,no,no,cellular,21,nov,40,1,-1,0,,no
26271,32,admin.,married,secondary,no,479,yes,yes,,14,may,313,3,-1,0,,no
41760,27,student,single,tertiary,no,4557,no,no,telephone,21,feb,415,1,192,1,other,yes
14298,30,admin.,married,tertiary,no,1199,no,no,,19,jun,167,1,-1,0,,no
1590,29,entrepreneur,single,tertiary,yes,-186,no,no,cellular,6,aug,352,3,-1,0,,yes
36765,26,management,single,tertiary,no,772,yes,no,,5,may,211,2,-1,0,,no
23398,53,entrepreneur,married,tertiary,no,777,yes,yes,,19,may,44,1,-1,0,,no
35311,29,technician,single,secondary,no,-55,yes,no,cellular,14,jul,113,1,-1,0,,no
8110,27,unemployed,married,primary,no,1671,yes,no,cellular,20,jul,414,1,-1,0,,no
19669,33,services,single,secondary,no,115,yes,no,cellular,14,nov,112,2,-1,0,,no
37830,33,technician,married,secondary,yes,-147,yes,no,,5,may,172,1,-1,0,,no
12184,41,management,divorced,secondary,no,308,yes,no,cellular,12,may,233,1,348,1,failure,yes
12384,51,unemployed,married,primary,no,1923,yes,no,,7,jun,344,1,-1,0,,yes
16933,45,blue-collar,married,primary,no,55,yes,no,cellular,14,may,219,1,-1,0,,no
2904,40,blue-collar,married,primary,no,319,yes,no,,6,may,240,2,-1,0,,no
1177,39,management,single,tertiary,no,1490,no,no,cellular,17,aug,595,2,-1,0,,yes
18762,51,admin.,married,secondary,no,724,yes,yes,cellular,17,apr,149,1,-1,0,,no
21090,33,self-employed,married,secondary,no,1788,yes,no,,16,may,232,1,-1,0,,no
6040,24,blue-collar,single,tertiary,no,6078,yes,no,cellular,12,dec,215,1,-1,4,success,yes
6748,28,services,single,secondary,no,1150,no,no,cellular,30,may,304,1,-1,0,,no
5133,37,blue-collar,married,primary,no,111,yes,no,telephone,1,may,201,1,0,0,,no
32232,41,management,single,tertiary,no,2896,no,no,cellular,8,aug,343,2,-1,0,,no
35945,36,technician,married,secondary,no,-129,no,yes,,18,jun,164,15,-1,0,,no
1746,31,management,single,,no,14,no,no,cellular,21,jul,237,1,0,0,,no
25320,50,retired,married,tertiary,no,656,no,no,cellular,28,aug,209,2,-1,0,,no
39082,30,management,married,tertiary,no,758,yes,yes,,7,may,195,1,-1,0,,no
38623,40,blue-collar,married,secondary,no,10201,yes,no,,28,may,171,14,-1,0,,no
34525,28,admin.,divorced,secondary,no,584,yes,no,cellular,7,may,88,1,267,1,failure,no
10370,34,blue-collar,single,primary,yes,180,yes,no,,13,may,151,3,-1,0,,no
30383,42,management,single,tertiary,no,6911,no,no,telephone,7,sep,76,1,-1,0,,yes
23891,46,self-employed,married,,no,1319,yes,no,,29,may,473,1,-1,0,,no
9360,33,services,single,secondary,no,148,yes,no,cellular,18,may,190,2,-1,0,,no
38010,53,blue-collar,divorced,secondary,no,2129,yes,no,,12,may,205,2,-1,0,,no
39462,29,services,single,secondary,no,265,yes,no,,8,may,147,1,0,0,,no
40571,57,blue-collar,married,secondary,no,6,no,no,,26,aug,125,2,-1,0,,no
25427,29,technician,married,secondary,no,226,no,no,cellular,3,jan,56,1,-1,0,,no
34681,71,self-employed,married,tertiary,no,11436,no,no,cellular,12,dec,990,1,-1,0,,yes
16158,42,blue-collar,married,secondary,no,20,yes,yes,cellular,9,jul,105,7,-1,0,,no
29950,25,admin.,married,secondary,yes,98,yes,yes,cellular,1,jun,192,1,-1,0,,no
36988,58,blue-collar,married,primary,no,33,yes,no,,8,may,217,1,-1,0,,no
34901,29,technician,single,secondary,no,2066,yes,no,cellular,7,apr,67,2,-1,0,,no
21951,84,retired,married,primary,no,103,no,no,cellular,3,aug,420,2,-1,0,,yes
6293,77,retired,married,primary,no,-416,no,no,cellular,10,dec,689,3,-1,0,,yes
13239,36,technician,married,secondary,no,-203,no,no,cellular,6,feb,150,1,179,6,other,no
16762,28,management,married,tertiary,no,573,no,no,cellular,4,may,102,2,98,1,failure,no
20148,34,blue-collar,married,primary,no,53,no,no,telephone,31,jul,406,7,-1,0,,no
19497,73,retired,married,secondary,no,297,no,no,cellular,7,dec,431,2,194,6,success,yes
15856,55,technician,married,secondary,no,1380,yes,no,cellular,21,aug,70,3,-1,0,,no
4047,30,unemployed,married,tertiary,no,73,no,no,cellular,11,jul,419,2,-1,0,,yes
41511,53,blue-collar,married,secondary,no,1966,yes,no,cellular,20,apr,102,1,-1,0,,no
30651,50,technician,married,secondary,no,751,yes,yes,,7,may,198,1,-1,0,,no
1040,43,blue-collar,married,primary,no,246,no,no,,21,may,89,7,-1,0,,no
2595,43,blue-collar,married,secondary,no,1130,yes,no,,15,may,120,2,-1,0,,no
31270,25,blue-collar,married,secondary,no,800,yes,no,cellular,13,may,156,3,-1,0,failure,no
21920,59,admin.,married,secondary,no,1843,yes,no,telephone,18,nov,55,1,192,1,failure,no
5804,30,admin.,single,secondary,no,1593,yes,no,cellular,11,jun,188,1,90,1,success,yes
29138,32,technician,single,tertiary,no,2204,yes,no,,4,may,356,1,-1,0,,no
30176,45,technician,single,tertiary,no,1085,yes,no,cellular,4,feb,202,2,117,11,other,no
38278,27,technician,single,secondary,no,3149,yes,no,cellular,15,may,134,1,-1,0,,no
11854,53,blue-collar,divorced,primary,no,569,yes,yes,cellular,30,jul,383,2,-1,0,,no
39793,31,student,single,tertiary,yes,-107,yes,no,cellular,4,feb,94,1,-1,0,,no
16717,33,unemployed,single,primary,no,34,no,no,cellular,6,may,182,1,-1,0,,no
38064,32,management,married,tertiary,no,86,yes,no,cellular,8,aug,289,2,-1,0,,no
441,46,housemaid,married,secondary,no,141,no,no,,20,may,165,1,-1,0,,no
1061,32,unemployed,single,tertiary,yes,-14,no,no,cellular,2,aug,180,3,-1,0,,no
26031,54,blue-collar,married,primary,no,393,no,no,,20,nov,66,2,-1,0,,no
2494,36,management,single,tertiary,no,1275,no,no,,22,jun,107,7,-1,0,,no
19846,33,services,single,secondary,no,6268,yes,no,,6,jun,72,1,-1,0,failure,no
11491,44,blue-collar,married,primary,no,479,no,no,cellular,8,jul,159,2,-1,0,,no
10321,55,management,married,tertiary,no,2943,no,no,telephone,4,oct,69,1,-1,0,,no
36856,40,blue-collar,married,secondary,no,1723,yes,no,telephone,20,nov,245,1,-1,0,,no
41918,45,blue-collar,married,secondary,yes,-731,yes,yes,,6,may,378,7,-1,0,,no
2688,32,management,single,tertiary,no,243,no,no,cellular,5,jul,73,1,-1,0,,no
27409,49,blue-collar,married,primary,no,396,yes,yes,,27,may,156,2,-1,0,,no
22432,27,technician,single,tertiary,no,2162,no,no,cellular,5,dec,258,2,-1,0,,yes
4003,31,technician,single,secondary,no,112,no,no,cellular,31,jul,369,1,-1,0,,no
13770,21,student,single,secondary,no,2608,no,no,cellular,25,may,216,1,-1,0,,no
14327,29,technician,single,secondary,no,1655,yes,no,cellular,16,apr,98,1,340,1,failure,no
34703,88,retired,divorced,primary,no,958,no,no,cellular,5,oct,148,1,-1,0,,no
9097,35,unemployed,single,secondary,no,48,yes,no,cellular,15,jul,228,2,-1,0,,no
15963,37,technician,married,secondary,no,1786,yes,no,cellular,21,may,347,5,-1,0,,no
9238,38,management,single,tertiary,no,3849,no,no,cellular,11,aug,307,2,-1,0,,no
17013,38,technician,married,secondary,no,536,no,no,cellular,9,aug,108,1,-1,0,,no
28530,29,management,single,tertiary,no,3156,no,no,cellular,28,jul,1077,1,-1,0,,yes
31308,31,management,single,tertiary,no,286,no,no,cellular,30,apr,238,1,-1,0,,yes
23142,29,technician,single,secondary,yes,362,no,no,,7,jun,163,15,-1,0,,no
20817,39,technician,married,secondary,no,-311,yes,no,,2,jun,33,1,-1,0,,no
9220,41,blue-collar,married,primary,no,1100,yes,no,telephone,6,may,87,1,-1,0,,no
36176,43,technician,married,secondary,no,-283,yes,no,,18,may,225,2,-1,0,,no
25752,41,blue-collar,married,,no,317,yes,no,cellular,22,may,675,2,-1,0,,no
1741,50,blue-collar,married,primary,no,699,yes,no,cellular,13,may,157,2,264,1,failure,no
15828,34,management,married,tertiary,yes,-107,yes,no,cellular,3,jun,203,1,99,7,success,no
13471,31,management,married,tertiary,no,4190,yes,no,cellular,16,may,292,1,-1,0,,no
6413,34,management,married,tertiary,yes,3798,yes,no,telephone,16,jul,330,1,-1,0,,yes
19144,38,blue-collar,married,primary,no,654,yes,no,cellular,14,may,298,3,-1,3,failure,no
10617,36,services,married,primary,no,1942,yes,no,cellular,13,jul,458,4,-1,0,,no
14675,35,blue-collar,divorced,secondary,no,-214,no,no,cellular,31,may,192,2,-1,0,,no
42217,83,retired,divorced,primary,no,740,no,no,cellular,31,jul,300,1,-1,0,,yes
39243,50,technician,married,,no,-494,yes,yes,cellular,15,jul,296,2,-1,0,,no
20179,30,management,single,tertiary,yes,-123,no,no,cellular,15,feb,55,1,-1,0,,no
41630,39,technician,married,,no,435,yes,yes,cellular,8,may,84,1,270,7,failure,no
4353,32,self-employed,single,tertiary,no,1552,no,no,cellular,12,may,186,2,-1,0,,no
28615,45,blue-collar,married,secondary,no,1288,no,yes,,13,jun,226,1,101,0,,no
22188,35,blue-collar,married,primary,no,-171,yes,no,cellular,8,may,120,2,-1,0,,no
25429,58,housemaid,married,primary,no,3741,no,no,cellular,16,jun,763,2,-1,0,,no
22394,33,blue-collar,single,secondary,no,1651,yes,no,cellular,14,may,186,1,-1,2,,no
27835,59,blue-collar,married,primary,no,87,no,no,telephone,9,jul,104,1,-1,0,,no
4924,26,technician,single,secondary,yes,-9,no,no,cellular,13,may,295,1,332,1,success,yes
37917,33,technician,divorced,tertiary,no,15262,no,no,cellular,22,nov,637,1,96,4,success,yes
40660,41,blue-collar,married,primary,no,492,no,no,cellular,21,jul,158,1,-1,0,,no
14254,43,services,married,secondary,no,956,yes,no,cellular,7,aug,152,1,-1,0,,no
778,39,management,married,,no,1259,yes,no,cellular,15,may,235,1,343,2,failure,no
13242,32,blue-collar,married,,no,547,yes,no,cellular,6,may,120,2,-1,0,,no
23666,29,self-employed,single,tertiary,no,2450,no,no,cellular,9,jul,410,1,-1,0,,yes
34600,29,management,single,tertiary,no,35,no,no,cellular,8,may,308,1,-1,0,,no
35208,63,retired,married,primary,no,1869,no,no,cellular,4,sep,97,9,170,3,other,no
8018,41,blue-collar,married,secondary,no,790,no,no,cellular,29,aug,173,2,-1,0,,no
38256,34,services,married,secondary,no,1773,yes,no,,17,may,139,2,-1,0,,no
39095,29,services,single,secondary,no,280,yes,yes,cellular,16,apr,162,1,-1,0,,no
30619,52,blue-collar,divorced,secondary,no,-46,yes,yes,,22,may,125,3,-1,0,,no
13183,44,services,married,secondary,no,804,yes,no,cellular,20,may,65,1,185,1,failure,no
30712,41,blue-collar,married,secondary,no,197,yes,no,,14,may,62,1,-1,0,,no
4337,39,blue-collar,married,secondary,no,104,yes,no,,14,may,52,2,-1,0,,no
16450,43,blue-collar,single,secondary,no,3699,yes,no,cellular,20,may,237,1,182,10,other,yes
2462,57,blue-collar,married,primary,no,-30,no,no,telephone,18,nov,141,1,-1,0,,no
22275,28,management,married,tertiary,no,46,no,yes,cellular,30,jul,244,1,-1,0,,yes
38553,50,blue-collar,married,primary,no,2090,yes,yes,cellular,19,may,123,1,265,1,failure,no
7578,33,services,single,secondary,no,1527,no,yes,,29,may,122,1,-1,0,,yes
26812,30,blue-collar,married,secondary,no,41,yes,no,,30,jul,688,2,-1,0,,no
36607,51,management,married,,no,2180,no,no,,6,may,149,2,-1,0,,no
28119,31,blue-collar,single,,no,2945,no,no,cellular,29,jan,104,1,182,1,other,no
40941,47,blue-collar,married,tertiary,no,1107,yes,no,,14,may,146,1,-1,0,,no
40136,34,services,married,secondary,no,345,no,no,cellular,31,jan,204,2,257,0,,no
15370,30,unemployed,married,secondary,no,1257,no,no,,7,jun,1583,1,-1,0,,yes
11027,59,services,married,primary,no,107,no,no,cellular,6,jul,123,2,-1,0,,no
745,40,blue-collar,married,primary,no,589,yes,no,cellular,21,may,497,4,-1,0,,no
8340,39,technician,single,,no,-54,yes,no,cellular,6,jul,104,1,-1,0,,no
2844,34,management,married,tertiary,no,-168,yes,yes,,6,may,90,2,0,0,,no
34530,47,technician,married,tertiary,no,2293,no,no,cellular,5,nov,19,7,180,6,failure,no
10216,36,blue-collar,married,secondary,no,-59,yes,no,,3,jun,115,3,-1,0,,no
29479,41,blue-collar,married,secondary,no,-7,yes,no,,16,may,145,3,0,0,,no
30750,34,blue-collar,married,secondary,no,212,yes,no,cellular,14,may,1252,1,-1,0,,no
23782,25,blue-collar,single,primary,no,1866,yes,no,cellular,6,nov,296,1,152,11,other,yes
15573,26,admin.,single,secondary,no,-44,yes,no,cellular,4,aug,173,1,297,2,,no
11260,48,technician,married,primary,no,192,no,no,cellular,29,aug,122,4,-1,0,,yes
523,28,services,married,secondary,no,198,yes,no,,6,may,221,2,-1,0,,no
5084,33,blue-collar,married,secondary,no,803,yes,no,,12,may,209,1,-1,0,,yes
37160,42,self-employed,divorced,tertiary,no,5689,yes,no,cellular,21,feb,16,2,358,4,failure,no
9120,28,blue-collar,single,secondary,no,-26,no,no,cellular,9,jul,230,16,-1,0,,no
26869,51,blue-collar,divorced,secondary,no,-21,yes,no,cellular,20,nov,49,1,-1,0,,no
31467,36,management,single,primary,no,5989,no,no,cellular,5,feb,105,7,-1,0,,no
39861,42,technician,married,secondary,no,959,yes,no,,11,may,170,1,-1,1,success,yes
10693,26,self-employed,single,tertiary,no,2642,no,no,cellular,5,sep,338,1,96,1,other,yes
14883,35,management,divorced,tertiary,no,1323,yes,no,cellular,7,feb,36,1,-1,0,,no
22465,33,management,single,tertiary,no,3814,no,no,cellular,30,jan,126,1,-1,0,,no
10433,52,blue-collar,married,secondary,no,769,yes,yes,,8,may,199,2,-1,0,,no
18874,51,blue-collar,married,,no,810,yes,yes,,29,may,70,3,-1,0,,no
35150,51,unemployed,single,tertiary,no,557,no,no,cellular,13,dec,833,1,183,3,success,yes
12588,48,blue-collar,married,tertiary,no,197,no,no,cellular,30,dec,160,1,100,3,other,yes
26065,27,technician,single,,no,369,no,no,cellular,8,aug,618,1,179,1,success,yes
10781,44,blue-collar,married,secondary,no,969,yes,no,cellular,14,may,252,1,341,2,failure,no
16436,41,technician,married,secondary,no,334,yes,no,cellular,27,jan,68,1,-1,0,,no
22172,56,housemaid,married,secondary,no,-25,no,no,,3,jun,70,1,-1,0,,no
18161,45,blue-collar,divorced,primary,no,328,yes,no,cellular,13,may,99,4,-1,0,,no
20537,28,technician,single,secondary,no,1016,yes,no,telephone,14,nov,95,1,-1,0,,no
36876,39,blue-collar,married,secondary,no,-135,yes,no,,7,jul,99,1,-1,0,,no
22672,33,management,single,tertiary,no,4671,no,no,cellular,30,jul,89,7,-1,0,,no
6027,38,management,married,tertiary,no,1311,no,no,cellular,15,aug,119,1,-1,0,,no
25974,32,housemaid,married,primary,no,3092,no,no,,5,aug,53,2,-1,0,,no
21324,36,services,married,secondary,no,348,yes,yes,telephone,8,jul,106,2,-1,0,,no
30901,80,retired,married,secondary,no,58,no,no,cellular,2,nov,91,1,183,4,failure,no
17214,42,services,married,secondary,yes,-215,no,no,,8,may,59,1,-1,0,,no
31226,25,student,single,secondary,no,2229,no,no,cellular,15,may,455,1,354,2,other,yes
2650,28,management,married,tertiary,no,983,no,no,cellular,30,jul,115,24,-1,0,,no
2293,45,technician,divorced,tertiary,no,1481,no,yes,cellular,4,may,107,1,183,1,failure,no
5389,36,technician,divorced,primary,no,548,no,no,,30,jan,160,2,-1,0,,no
23147,33,technician,single,secondary,no,1855,yes,no,cellular,15,may,212,1,-1,0,,yes
23210,43,blue-collar,single,secondary,no,1258,yes,no,cellular,31,may,176,1,-1,0,,no
16374,27,self-employed,single,tertiary,no,-42,no,no,cellular,16,oct,947,1,0,0,,yes
25639,36,blue-collar,married,primary,no,64,yes,no,cellular,20,nov,169,1,348,2,failure,no
28423,36,management,single,tertiary,no,968,yes,yes,cellular,10,jul,245,1,-1,0,failure,no
40606,29,student,single,secondary,no,2880,no,no,telephone,13,oct,478,2,184,5,success,yes
1500,55,management,married,primary,yes,-26,yes,no,cellular,31,jul,265,4,-1,0,,no
20538,51,entrepreneur,divorced,tertiary,no,1165,yes,no,cellular,13,jul,233,1,-1,0,,no
9743,23,services,single,secondary,no,37,yes,no,cellular,13,jul,124,2,-1,0,,no
13342,31,student,married,secondary,no,454,no,no,cellular,26,aug,286,1,-1,0,success,yes
14614,45,blue-collar,married,secondary,no,303,yes,yes,telephone,5,may,506,2,-1,0,,no
26263,30,technician,single,tertiary,no,70,yes,no,cellular,29,jul,85,1,-1,0,,no
19034,33,self-employed,single,tertiary,no,-18,yes,no,telephone,4,feb,219,1,-1,0,,no
1248,33,services,married,secondary,no,96,no,no,cellular,7,aug,271,1,0,0,,no
24389,27,housemaid,married,primary,no,937,yes,no,,30,may,197,2,-1,0,,no
38346,51,blue-collar,married,secondary,no,447,no,yes,cellular,7,may,138,1,-1,0,,no
38334,56,blue-collar,divorced,secondary,no,627,yes,yes,telephone,14,jul,271,2,-1,1,,no
9643,27,technician,single,secondary,no,5529,no,no,cellular,15,jul,144,4,-1,0,,no
5370,28,management,single,tertiary,no,860,no,no,cellular,12,jan,432,1,90,1,success,yes
40184,18,student,single,secondary,no,1602,no,no,cellular,6,feb,317,1,178,3,success,no
16745,26,technician,single,secondary,no,1829,yes,no,cellular,4,feb,194,2,275,3,other,no
99,30,services,married,tertiary,no,323,no,no,cellular,5,aug,110,7,-1,0,,no
32695,55,blue-collar,married,primary,no,3860,yes,no,telephone,20,nov,585,5,-1,0,,no
24452,57,blue-collar,married,primary,no,1395,yes,no,cellular,14,nov,146,1,-1,3,,no
36224,48,blue-collar,divorced,secondary,no,305,no,no,,13,may,125,1,-1,0,,no
7958,47,self-employed,single,tertiary,no,4598,no,no,cellular,21,oct,772,1,188,3,success,yes
1712,49,blue-collar,married,secondary,no,581,no,no,,11,jun,418,1,-1,0,,yes
6936,52,admin.,married,secondary,no,782,no,no,cellular,4,aug,98,1,-1,0,,no
19749,67,retired,married,primary,no,928,no,no,cellular,28,jul,250,7,-1,0,,no
10797,47,management,married,tertiary,no,-35,no,no,cellular,6,aug,229,2,-1,0,,no
22423,33,blue-collar,single,secondary,no,1142,yes,no,,4,may,81,1,-1,0,,no
21844,32,blue-collar,married,secondary,no,94,yes,no,,13,may,209,2,-1,0,,no
5411,27,blue-collar,married,tertiary,no,5729,yes,no,cellular,6,aug,260,1,-1,0,,no
3924,34,self-employed,single,tertiary,no,2828,no,no,telephone,15,mar,320,1,-1,0,,yes
38466,49,services,divorced,secondary,no,90,no,no,cellular,10,may,240,1,-1,0,,no
2577,35,technician,married,secondary,no,53,no,no,cellular,5,aug,198,2,-1,0,,no
11040,34,blue-collar,single,secondary,no,1540,yes,no,telephone,4,may,141,1,-1,0,,no
2660,29,blue-collar,single,tertiary,no,1642,yes,no,cellular,18,nov,1280,1,183,1,success,yes
26099,51,management,married,tertiary,no,733,yes,no,cellular,14,apr,183,5,98,1,other,no
39090,57,retired,married,primary,no,3509,no,no,cellular,7,jul,170,1,-1,0,,yes
17075,47,entrepreneur,married,secondary,no,1102,no,no,telephone,20,nov,132,7,105,11,other,no
18954,34,technician,married,primary,no,30,yes,no,,11,may,426,1,-1,0,,no
18181,34,technician,married,,no,3565,yes,no,,5,may,115,2,-1,0,,no
26243,32,blue-collar,married,tertiary,no,1608,yes,no,,20,may,138,1,-1,0,,yes
4582,40,technician,married,secondary,no,-87,yes,no,cellular,5,nov,163,2,0,0,,no
35979,40,entrepreneur,married,primary,yes,86,yes,no,,15,may,436,16,-1,0,,no
4637,40,admin.,divorced,secondary,no,1101,yes,no,,13,may,147,1,358,4,failure,no
19405,48,entrepreneur,married,,no,481,yes,no,,15,may,440,1,-1,0,,no
33447,42,blue-collar,divorced,primary,no,29,no,no,cellular,31,jul,140,24,-1,0,,no
4716,31,blue-collar,married,primary,no,148,yes,yes,cellular,19,jul,212,1,-1,0,,no
7500,37,blue-collar,married,tertiary,yes,-815,yes,no,,5,may,99,1,-1,0,,no
2242,34,unemployed,single,tertiary,no,1160,no,no,cellular,6,jul,195,1,-1,0,,no
7052,53,management,divorced,primary,no,-134,yes,no,,5,may,290,3,-1,0,,no
40027,37,unemployed,single,tertiary,yes,-58,yes,yes,cellular,30,jul,571,3,-1,0,,yes
42484,28,blue-collar,single,secondary,no,201,yes,yes,,23,jun,80,14,-1,0,,no
31471,34,management,single,tertiary,no,-317,yes,no,cellular,13,aug,496,5,-1,0,,no
12349,30,management,single,tertiary,no,1379,yes,no,cellular,17,apr,322,1,351,3,success,yes
39613,30,services,single,secondary,no,790,yes,no,,6,may,180,2,-1,0,,no
5466,56,blue-collar,married,primary,no,173,yes,no,cellular,22,jul,64,1,-1,0,,no
8299,35,retired,married,tertiary,no,615,no,no,cellular,26,may,1352,1,-1,0,,yes
30159,32,self-employed,married,tertiary,no,2120,no,no,cellular,2,aug,352,1,-1,0,,no
927,26,technician,married,tertiary,no,245,no,no,cellular,5,aug,195,1,0,0,,no
33891,47,services,married,secondary,no,925,yes,no,cellular,14,may,804,1,-1,0,,no
5031,42,self-employed,married,,no,398,yes,no,,29,may,65,18,-1,0,,no
5335,29,self-employed,single,tertiary,no,191,no,no,,8,may,283,2,-1,0,,no
14263,36,management,married,tertiary,yes,-178,yes,no,,11,may,324,1,-1,0,,no
33830,56,blue-collar,married,primary,no,496,no,no,telephone,19,nov,45,1,-1,0,,no
35799,34,unemployed,single,tertiary,no,5771,no,no,cellular,20,apr,697,1,-1,0,,yes
22884,37,management,single,tertiary,no,2031,yes,no,,19,may,359,2,-1,0,,no
13841,34,technician,single,secondary,no,-8,no,no,cellular,14,jul,81,5,-1,0,,no
19262,42,blue-collar,married,secondary,yes,381,no,no,cellular,6,jul,181,2,-1,0,,no
37799,29,technician,single,tertiary,no,629,no,no,cellular,20,nov,553,1,188,3,success,yes
40475,56,retired,married,tertiary,no,1801,no,no,cellular,4,jun,377,1,178,1,success,yes
10867,40,technician,single,secondary,no,1751,no,no,cellular,14,may,128,2,360,5,,no
